Ambience	p.Denominator	Overall court grouping	p.Find Your Court	p.Select A Measure	ReadMe	Lat	Location	Lon	NTA Code	Name	Neighborhood	Notable?	Number of Records	Overall	Quality	Borough	Size	Surface	Table Name	URL v2	URL
15	100	Mediocre	2	56	Hi	40.646201	E 100th St. and Glenwood Rd.	-73.899117	BK50	100% Playground	Canarsie	N	1	56	12	Brooklyn	14	15	Brooklyn	https://i.imgsafe.org/da/dac02de540.jpeg	https://i.imgur.com/Lf9pHxU.jpg
16	100	Mediocre	2	51	Hi	40.691646	59 Atlantic Ave.	-73.998544	BK09	Adam Yauch Park	Brooklyn Heights	N	1	51	19	Brooklyn	7	9	Brooklyn	https://i.imgsafe.org/da/dac03397f0.jpeg	https://i.imgur.com/j4rCQGZ.jpg
16	100	Poor	2	47	Hi	40.645963	123 Albemarle Rd.	-73.980744	BK41	Albemarle Playground	Ocean Parkway	N	1	47	11	Brooklyn	7	13	Brooklyn	https://i.imgsafe.org/da/dac034ac77.jpeg	https://i.imgur.com/AkqgE9t.jpg
20	100	Mediocre	2	64	Hi	40.728916	126 Franklin St.	-73.95787	BK76	American Playground	Greenpoint	N	1	64	13	Brooklyn	15	16	Brooklyn	https://i.imgsafe.org/da/dac0399ca4.jpeg	https://i.imgur.com/TUvJenl.jpg
9	100	Mediocre	2	58	Hi	40.62307	2525 Nostrand Ave.	-73.946528	BK43	Andries Playground	Midwood	N	1	58	15	Brooklyn	25	9	Brooklyn	https://i.imgsafe.org/da/dac03cd3dd.jpeg	https://i.imgur.com/OVwZ6Hn.jpg
13	100	Poor	2	42	Hi	40.690345	646 Lafayette Ave.	-73.94943	BK35	Banneker Playground	Bedford-Stuyvesant	N	1	42	9	Brooklyn	10	10	Brooklyn	https://i.imgsafe.org/da/dac04024bd.jpeg	https://i.imgur.com/UgepFKz.jpg
9	100	Poor	2	41	Hi	40.701013	52 Bartlett St.	-73.945919	BK72	Bartlett Playground	Williamsburg	N	1	41	8	Brooklyn	13	11	Brooklyn	https://i.imgsafe.org/da/dac043e9cb.jpeg	https://i.imgur.com/FrIM9Qa.jpg
11	100	Poor	2	28	Hi	40.602613	17th Ave. and 17th Ct.	-74.010508	BK27	Bath Beach Park	Bath Beach	N	1	28	4	Brooklyn	10	3	Brooklyn	https://i.imgsafe.org/da/dac04a3091.jpeg	https://i.imgur.com/KyZoYS5.jpg
1	100	Poor	2	17	Hi	40.594448	221 Bay 37th St.	-73.993422	BK27	Bath Playground	Bath Beach	N	1	17	4	Brooklyn	7	5	Brooklyn	https://i.imgsafe.org/da/dac045da6f.jpeg	https://i.imgur.com/vLdwMJP.jpg
14	100	Mediocre	2	66	Hi	40.634739	9910 Seaview Ave.	-73.886999	BK50	Bayview Playground	Canarsie	N	1	66	12	Brooklyn	21	19	Brooklyn	https://i.imgsafe.org/da/dac04e14f6.jpeg	https://i.imgur.com/62mxTxF.jpg
13	100	Mediocre	2	51	Hi	40.708331	449 Bedford Ave	-73.963652	BK72	Bedford Playground	Williamsburg	N	1	51	15	Brooklyn	14	9	Brooklyn	https://i.imgsafe.org/da/dac04e14f6.jpeg	https://i.imgur.com/XnhqAf9.jpg
12	100	Mediocre	2	55	Hi	40.675498	265 Forbell St. (PS 214)	-73.86261	BK85	Belmont Playground	East New York	N	1	55	14	Brooklyn	14	15	Brooklyn	https://i.imgsafe.org/da/dac05731ff.jpeg	https://i.imgur.com/0QkAhQG.jpg
8	100	Poor	2	32	Hi	40.602519	1939 Bath Ave., next to PS 200	-74.002491	BK27	Benson Playground	Bath Beach	N	1	32	7	Brooklyn	13	4	Brooklyn	https://i.imgsafe.org/da/dac057acee.jpeg	https://i.imgur.com/PrRzqca.jpg
20	100	Mediocre	2	57	Hi	40.597786	8841 21st Ave.	-74.000978	BK27	Bensonhurst Park	Bath Beach	N	1	57	9	Brooklyn	20	8	Brooklyn	https://i.imgsafe.org/da/dac05d3277.jpeg	https://i.imgur.com/X2Sex6d.jpg
13	100	Mediocre	2	50	Hi	40.622508	7101 Avenue T	-73.909595	BK45	Bergen Beach Playground	Bergen Beach	N	1	50	15	Brooklyn	7	15	Brooklyn	https://i.imgsafe.org/da/dac05d8e8f.jpeg	https://i.imgur.com/6mv7rO4.jpg
19	100	Mediocre	2	51	Hi	40.712733	106 S. 3rd St.	-73.963595	BK72	Berry Playground	Williamsburg	N	1	51	16	Brooklyn	7	9	Brooklyn	https://i.imgsafe.org/da/dac0638f8e.jpeg	https://i.imgur.com/w9uOQNi.jpg
8	100	Poor	2	48	Hi	40.664438	662 Thomas S Boyland St	-73.911951	BK81	Betsy Head Park	Brownsville	N	1	48	11	Brooklyn	12	17	Brooklyn	https://i.imgsafe.org/da/dac0645622.jpeg	https://i.imgur.com/4AeNKA3.jpg
6	100	Poor	2	45	Hi	40.635486	932 E 81st St.	-73.91161	BK50	Bildersee Playground	Canarsie	N	1	45	12	Brooklyn	21	6	Brooklyn	https://i.imgsafe.org/da/dac06c5dbd.jpeg	https://i.imgur.com/SVIukhq.jpg
14	100	Mediocre	2	57	Hi	40.684856	364 Warren St	-73.990422	BK37	Boerum Park	Park Slope	N	1	57	20	Brooklyn	7	16	Brooklyn	https://i.imgsafe.org/da/dac06a6359.jpeg	https://i.imgur.com/IPPOnop.jpg
14	100	Mediocre	2	67	Hi	40.680258	Ralph Ave. and Marion St.	-73.922707	BK35	Brevoort Playground	Bedford-Stuyvesant	N	1	67	12	Brooklyn	21	20	Brooklyn	https://i.imgsafe.org/da/dac07431f7.jpeg	https://i.imgur.com/UoDQuS5.jpg
5	100	Poor	2	39	Hi	40.700423	Sands St. and Jay St.	-73.986027	BK38	Bridge Park	Dumbo	N	1	39	9	Brooklyn	21	4	Brooklyn	https://i.imgsafe.org/da/dac073ada5.jpeg	https://i.imgur.com/6qQ8tZV.jpg
19	100	Mediocre	2	57	Hi	40.575184	126 Brightwater Ct.	-73.965617	BK19	Brighton Playground	Brighton Beach	N	1	57	5	Brooklyn	21	12	Brooklyn	https://i.imgsafe.org/da/dac07a1472.jpeg	https://i.imgur.com/MkTQ0mY.jpg
15	100	Mediocre	2	58	Hi	40.6424	4201 10th Ave.	-73.994681	BK88	Brizzi Playground	Borough Park	N	1	58	12	Brooklyn	19	12	Brooklyn	https://i.imgsafe.org/da/dac013fa32.jpeg	https://i.imgur.com/JMfKVL5.jpg
25	100	Very Good	2	100	Hi	40.699426	Brooklyn Bridge Park, Pier 2	-73.998668	BK09	Brooklyn Bridge Park (Pier 2)	Brooklyn Heights	Y	1	100	25	Brooklyn	25	25	Brooklyn	https://i.imgsafe.org/da/dac013f57e.jpeg	https://i.imgur.com/7WxnJ1b.jpg
19	100	Mediocre	2	50	Hi	40.673543	195 Brooklyn Ave.	-73.944057	BK64	Brower Park	Prospect Heights	N	1	50	5	Brooklyn	14	12	Brooklyn	https://i.imgsafe.org/da/dac01d3221.jpeg	https://i.imgur.com/e2KX12n.jpg
12	100	Mediocre	2	74	Hi	40.65691	Hegeman Ave. and Sackman St.	-73.901485	BK81	Brownsville Playground	Brownsville	N	1	74	23	Brooklyn	14	25	Brooklyn	https://i.imgsafe.org/da/dac01c66e2.jpeg	https://i.imgur.com/rTpRuP2.jpg
16	100	Mediocre	2	60	Hi	40.703761	Flushing Ave. between Beaver St. and Garden St.	-73.939687	BK77	Bushwick Playground	Bushwick	N	1	60	16	Brooklyn	12	16	Brooklyn	https://i.imgsafe.org/da/dac0262f80.jpeg	https://i.imgur.com/jgdecyx.jpg
20	100	Mediocre	1	62	Hi	40.587606	Bay 46th St. and Cropsey Ave.	-73.990508	BK26	Calvert Vaux Park/Dreier Offerman Park	Gravesend	N	1	62	17	Brooklyn	14	11	Brooklyn	https://i.imgsafe.org/da/dac0245a39.jpeg	https://i.imgur.com/raPzLqP.jpg
15	100	Poor	2	45	Hi	40.630751	9103 Seaview Ave.	-73.89325	BK50	Canarsie Park	Canarsie	N	1	45	10	Brooklyn	10	10	Brooklyn	https://i.imgsafe.org/dd/dd78b2b099.jpeg	https://i.imgur.com/2QHErSi.jpg
17	100	Mediocre	2	61	Hi	40.680479	244 Marion St.	-73.920828	BK35	Carver Playground	Bedford-Stuyvesant	N	1	61	16	Brooklyn	13	15	Brooklyn	https://i.imgsafe.org/dd/dd78b560b5.jpeg	https://i.imgur.com/z7j17AU.jpg
15	100	Very Good	2	76	Hi	40.577107	W 2nd Ave. and W Brighton Ave.	-73.970751	BK21	Century Playground	Coney Island	N	1	76	25	Brooklyn	13	23	Brooklyn	https://i.imgsafe.org/dd/dd78bd9acf.jpeg	https://i.imgur.com/osRhcJc.jpg
13	100	Mediocre	2	51	Hi	40.66877	102 Chester St.	-73.911728	BK81	Chester Playground	Brownsville	N	1	51	9	Brooklyn	14	15	Brooklyn	https://i.imgsafe.org/dd/dd78bba3c4.jpeg	https://i.imgur.com/qkHdkNz.jpg
17	100	Mediocre	2	69	Hi	40.681657	1000 Fulton St	-73.9616846	BK69	"Christopher ""Biggie"" Wallace Courts"	Clinton Hill	Y	1	69	20	Brooklyn	13	19	Brooklyn	https://i.imgsafe.org/dd/dd78c305ce.jpeg	https://i.imgur.com/qzXpAiB.jpg
15	100	Very Good	2	75	Hi	40.678837	Wells St. and Chestnut St.	-73.874434	BK85	City Line Park	East New York	N	1	75	18	Brooklyn	23	19	Brooklyn	https://i.imgsafe.org/dd/dd78c71eba.jpeg	https://i.imgur.com/gDeA1ii.jpg
15	100	Mediocre	2	55	Hi	40.689239	Classon Ave. and Lafayette Ave.	-73.960757	BK69	Classon Playground	Clinton Hill	N	1	55	10	Brooklyn	21	9	Brooklyn	https://i.imgsafe.org/dd/dd78ca09aa.jpeg	https://i.imgur.com/cIYoaaw.jpg
12	100	Poor	2	32	Hi	40.677251	85 Richards St.	-74.009032	BK33	Coffey Park	Carroll Gardens - Red Hook	N	1	32	3	Brooklyn	7	10	Brooklyn	https://i.imgsafe.org/dd/dd78cd47ce.jpeg	https://i.imgur.com/s2ZMO3H.jpg
16	100	Mediocre	2	66	Hi	40.609346	E 4th St. and Ave. P	-73.970249	BK43	Col. David Marcus Memorial Playground	Midwood	N	1	66	21	Brooklyn	7	22	Brooklyn	https://i.imgsafe.org/dd/dd78d3a999.jpeg	https://i.imgur.com/6zTsUyo.jpg
16	100	Poor	2	41	Hi	40.697946	Flushing Ave. and Navy St.	-73.979007	BK68	Commodore Barry Park	Fort Greene	N	1	41	10	Brooklyn	10	5	Brooklyn	https://i.imgsafe.org/dd/dd78d5a5b5.jpeg	https://i.imgur.com/i9MZRfo.jpg
15	100	Mediocre	2	59	Hi	40.715583	Morgan Ave. and Sharon St.	-73.93608	BK76	Cooper Park	Greenpoint	N	1	59	13	Brooklyn	17	14	Brooklyn	https://i.imgsafe.org/dd/dd78deedd6.jpeg	https://i.imgur.com/pvAaHY6.jpg
16	100	Mediocre	2	69	Hi	40.670167	Euclid Ave. and Dumont Ave.	-73.870981	BK85	Cypress Hills Playground	East New York	N	1	69	21	Brooklyn	13	19	Brooklyn	https://i.imgsafe.org/dd/dd78de7c60.jpeg	https://i.imgur.com/hQWMBB9.jpg
11	100	Poor	2	48	Hi	40.702686	Lorimer St. and Harrison Ave.	-73.949643	BK72	De Hostos Playground	Williamsburg	N	1	48	7	Brooklyn	10	20	Brooklyn	https://i.imgsafe.org/dd/dd78ebd8ef.jpeg	https://i.imgur.com/kqCY5vn.jpg
20	100	Very Good	2	81	Hi	40.680608	524 Bergen St.	-73.973116	BK64	Dean Playground/Conrad McRae Playground	Prospect Heights	N	1	81	22	Brooklyn	14	25	Brooklyn	https://i.imgsafe.org/dd/dd78e532bf.jpeg	https://i.imgur.com/kX0lN3M.jpg
12	100	Poor	2	41	Hi	40.681552	240 MacDonough St.	-73.936768	BK35	Decatur Playground	Bedford-Stuyvesant	N	1	41	12	Brooklyn	7	10	Brooklyn	https://i.imgsafe.org/dd/dd78e8ca13.jpeg	https://i.imgur.com/VL8UkdC.jpg
10	100	Poor	2	42	Hi	40.655939	35th St. and 3rd Ave.	-74.004856	BK32	D'Emic Playground	Sunset Park	N	1	42	5	Brooklyn	17	10	Brooklyn	https://i.imgsafe.org/dd/dd78ee929a.jpeg	https://i.imgur.com/uk8X79i.jpg
13	100	Mediocre	2	65	Hi	40.649313	750 E 91st St.	-73.914324	BK91	Ditmas Playground/Railroad Playground	East Flatbush	N	1	65	10	Brooklyn	20	22	Brooklyn	https://i.imgsafe.org/dd/dd78f2b0a9.jpeg	https://i.imgur.com/9J5uImB.jpg
10	100	Poor	2	38	Hi	40.638075	Dahill Rd. and Cortelyou Rd.	-73.979902	BK88	Dome Playground	Borough Park	N	1	38	8	Brooklyn	13	7	Brooklyn	https://i.imgsafe.org/dd/dd78f527e5.jpeg	https://i.imgur.com/3rDs6L2.jpg
8	100	Poor	2	35	Hi	40.667481	Sutter Ave. and Mother Gaston Blvd.	-73.906668	BK81	Dr. Green Playground	Brownsville	N	1	35	10	Brooklyn	10	7	Brooklyn	https://i.imgsafe.org/dd/dd78f9b014.jpeg	https://i.imgur.com/FlXlLkl.jpg
17	100	Mediocre	2	58	Hi	40.612467	8625 14th Ave.	-74.012832	BK30	Dyker Beach Park	Dyker Heights	N	1	58	7	Brooklyn	25	9	Brooklyn	https://i.imgsafe.org/dd/dd78fb611c.jpeg	https://i.imgur.com/ACj03au.jpg
24	100	Very Good	2	86	Hi	40.689328	Dekalb Ave. and Adelphi St.	-73.971435	BK68	Edmonds Playground	Fort Greene	N	1	86	22	Brooklyn	17	23	Brooklyn	https://i.imgsafe.org/dd/dd79009ead.jpeg	https://i.imgur.com/I0p5FAy.jpg
15	100	Mediocre	2	55	Hi	40.682846	385 MacDonough St.	-73.930433	BK35	El Shabazz Playground	Bedford-Stuyvesant	N	1	55	10	Brooklyn	10	20	Brooklyn	https://i.imgsafe.org/dd/dd79090dc9.jpeg	https://i.imgur.com/nymrbHR.jpg
9	100	Poor	2	36	Hi	40.692603	464 Kosciuszko St.	-73.935658	BK35	Eleanor Roosevelt Playground	Bedford-Stuyvesant	N	1	36	10	Brooklyn	13	4	Brooklyn	https://i.imgsafe.org/dd/dd7902d146.jpeg	https://i.imgur.com/qWW0m50.jpg
11	100	Poor	2	49	Hi	40.720429	453 Leonard St.	-73.948476	BK72	Ericsson Playground	Williamsburg	N	1	49	12	Brooklyn	14	12	Brooklyn	https://i.imgsafe.org/dd/dd7908e9df.jpeg	https://i.imgur.com/h4w4NaP.jpg
11	100	Poor	2	40	Hi	40.655402	New Jersey Ave. and Wortman Ave.	-73.886934	BK85	Ethan Allen Playground	East New York	N	1	40	11	Brooklyn	13	5	Brooklyn	https://i.imgsafe.org/dd/dd7910e126.jpeg	https://i.imgur.com/qnjwROJ.jpg
15	100	Poor	2	49	Hi	40.68632	84 Schaefer St.	-73.910783	BK77	Evergreen Playground	Bushwick	N	1	49	12	Brooklyn	7	15	Brooklyn	https://i.imgsafe.org/de/de0308c3e0.jpeg	https://i.imgur.com/QiwrmsF.jpg
12	100	Mediocre	2	56	Hi	40.700788	173 Troutman St.	-73.928221	BK77	Fermi Playground	Bushwick	N	1	56	16	Brooklyn	13	15	Brooklyn	https://i.imgsafe.org/de/de0307ccf0.jpeg	https://i.imgur.com/vvtSiEj.jpg
15	100	Mediocre	2	62	Hi	40.678263	1995 Fulton St.	-73.914864	BK35	Fish Playground	Bedford-Stuyvesant	N	1	62	12	Brooklyn	14	21	Brooklyn	https://i.imgsafe.org/de/de03103d1e.jpeg	https://i.imgur.com/dr7Y068.jpg
25	100	Very Good	2	77	Hi	40.69292	Myrtle Ave. and N. Portland Ave.	-73.976474	BK68	Fort Greene Park	Fort Greene	N	1	77	23	Brooklyn	7	22	Brooklyn	https://i.imgsafe.org/de/de03130166.jpeg	https://i.imgur.com/GAstxLD.jpg
19	100	Mediocre	2	66	Hi	40.632443	1013 E 55th St.	-73.923745	BK58	Fox Playground	Flatlands	N	1	66	15	Brooklyn	14	18	Brooklyn	https://i.imgsafe.org/de/de031ae15d.jpeg	https://i.imgur.com/iN1nKgr.jpg
12	100	Mediocre	2	54	Hi	40.718831	Frost St. and Debevoise Ave.	-73.938807	BK90	Frost Playground	East Williamsburg	N	1	54	17	Brooklyn	15	10	Brooklyn	https://i.imgsafe.org/de/de031b3e3a.jpeg	https://i.imgur.com/aSO84Nq.jpg
10	100	Mediocre	2	56	Hi	40.701022	Beaver St. and Ellery St.	-73.938213	BK77	Garden Playground	East Williamsburg	N	1	56	11	Brooklyn	13	22	Brooklyn	https://i.imgsafe.org/de/de0323e00f.jpeg	https://i.imgur.com/Wsgga8w.jpg
3	100	Poor	2	29	Hi	40.636924	Farragut Rd. and Ralph Ave.	-73.919596	BK50	Glenwood Playground	East Williamsburg	N	1	29	12	Brooklyn	6	8	Brooklyn	https://i.imgsafe.org/de/de0323156c.jpeg	https://i.imgur.com/IAGs12c.jpg
14	100	Mediocre	2	55	Hi	40.697942	240 Nassau St.	-73.981438	BK38	Golconda Playground	East Williamsburg	N	1	55	12	Brooklyn	14	15	Brooklyn	https://i.imgsafe.org/de/de032b9a63.jpeg	https://i.imgur.com/uNm33sD.jpg
6	100	Poor	2	34	Hi	40.652399	41st and 3rd Ave.	-74.008515	BK32	Gonzalo Plasencia Playground	East Williamsburg	N	1	34	9	Brooklyn	7	12	Brooklyn	https://i.imgsafe.org/de/de032e4630.jpeg	https://i.imgur.com/gwb9Wqj.jpg
8	100	Poor	2	33	Hi	40.670976	Belmont Ave. and New Jersey Ave.	-73.894878	BK85	Grace Playground	East New York	N	1	33	8	Brooklyn	12	5	Brooklyn	https://i.imgsafe.org/de/de03353527.jpeg	https://i.imgur.com/1JqrkUr.jpg
11	100	Poor	2	44	Hi	40.582562	Brighton 4th St. and Brighton 4th Rd.	-73.964772	BK19	Grady Playground	Brighton Beach	N	1	44	9	Brooklyn	16	8	Brooklyn	https://i.imgsafe.org/de/de0338b494.jpeg	https://i.imgur.com/YMOKcU8.jpg
11	100	Mediocre	2	50	Hi	40.623582	5521 18th Ave.	-73.983465	BK26	Gravesend Park	Gravesend	N	1	50	12	Brooklyn	13	14	Brooklyn	https://i.imgsafe.org/de/de033bc95e.jpeg	https://i.imgur.com/dmzLb5I.jpg
16	100	Poor	2	39	Hi	40.686395	382 Waverly Ave.	-73.966322	BK69	Greene Playground	Clinton Hill	N	1	39	8	Brooklyn	6	9	Brooklyn	https://i.imgsafe.org/de/de03426ad4.jpeg	https://i.imgur.com/1iVPj0s.jpg
17	100	Mediocre	2	57	Hi	40.650256	E 5th St. and Fort Hamilton Pkwy	-73.976527	BK40	Greenwood Playground	Windsor Terrace	N	1	57	15	Brooklyn	7	18	Brooklyn	https://i.imgsafe.org/de/de0346c933.jpeg	https://i.imgur.com/vcF9anq.jpg
19	100	Mediocre	2	64	Hi	40.662439	608 Lefferts Ave.	-73.940437	BK91	Hamilton Metz Field	East Flatbush	N	1	64	12	Brooklyn	14	19	Brooklyn	https://i.imgsafe.org/de/de034cdbc9.jpeg	https://i.imgur.com/sXcvrvK.jpg
17	100	Mediocre	2	61	Hi	40.643269	475 E. 57th St.	-73.922953	BK91	Harry Maze Playground	East Flatbush	N	1	61	16	Brooklyn	7	21	Brooklyn	https://i.imgsafe.org/de/de03585c94.jpeg	https://i.imgur.com/QEoBf2m.jpg
12	100	Mediocre	2	50	Hi	40.685799	308 Monroe St.	-73.946224	BK35	Hattie Carthan Playground	Bedford-Stuyvesant	N	1	50	14	Brooklyn	13	11	Brooklyn	https://i.imgsafe.org/de/de035a4f45.jpeg	https://i.imgur.com/qyfS3KS.jpg
22	100	Mediocre	2	51	Hi	40.689555	Tompkins Ave. and Van Buren St.	-73.945778	BK35	Herbert Von King	Bedford-Stuyvesant	N	1	51	15	Brooklyn	3	11	Brooklyn	https://i.imgsafe.org/de/de03672c15.jpeg	https://i.imgur.com/aUwOF8F.jpg
15	100	Poor	2	48	Hi	40.598146	Avenue V and Haring St.	-73.940638	BK17	Herman Dolgon Playground	Sheepshead Bay	N	1	48	15	Brooklyn	7	11	Brooklyn	https://i.imgsafe.org/de/de03c33f2f.jpeg	https://i.imgur.com/nagsmv8.jpg
16	100	Mediocre	2	61	Hi	40.620248	E 66th St. and Veterans Ave.	-73.913454	BK45	Hickman Playground	Bergen Beach	N	1	61	15	Brooklyn	20	10	Brooklyn	https://i.imgsafe.org/de/de03735893.jpeg	https://i.imgur.com/FYM7Djq.jpg
10	100	Poor	2	31	Hi	40.586175	2645 Homecrest Ave.	-73.95695	BK17	Homecrest Playground	Sheepshead Bay	N	1	31	9	Brooklyn	3	9	Brooklyn	https://i.imgsafe.org/de/de03c3dab3.jpeg	https://i.imgur.com/j14b7IB.jpg
16	100	Mediocre	2	60	Hi	40.671966	Glenmore Ave. and Sackman St.	-73.905318	BK81	Houston Playground	Brownsville	N	1	60	12	Brooklyn	17	15	Brooklyn	https://i.imgsafe.org/dd/dd78a00901.jpeg	https://i.imgur.com/7MjzoXi.jpg
15	100	Mediocre	2	56	Hi	40.671645	Glenmore Ave. and Watkins St.	-73.908203	BK81	Howard Playground	Brownsville	N	1	56	9	Brooklyn	23	9	Brooklyn	https://i.imgsafe.org/dd/dd789e82df.jpeg	https://i.imgur.com/M7h1v1i.jpg
19	100	Very Good	2	87	Hi	40.672451	304 5th St.	-73.985288	BK37	J.J. Byrne Playground	Park Slope	N	1	87	20	Brooklyn	25	23	Brooklyn	https://i.imgsafe.org/de/de042d9f66.jpeg	https://i.imgur.com/rTzrUoF.jpg
14	100	Poor	2	45	Hi	40.680019	Marion St. and Malcolm X. Blvd.	-73.92784	BK35	Jackie Robinson Park (Brooklyn)	Bedford-Stuyvesant	N	1	45	11	Brooklyn	7	13	Brooklyn	https://i.imgsafe.org/dd/dd78a85173.jpeg	https://i.imgur.com/FBLi0bk.jpg
14	100	Poor	2	48	Hi	40.665631	McKeever Pl. and Montgomery St.	-73.95911	BK61	Jackie Robinson Playground	Crown Heights	N	1	48	15	Brooklyn	9	10	Brooklyn	https://i.imgsafe.org/dd/dd78ab9408.jpeg	https://i.imgur.com/o11T643.jpg
13	100	Mediocre	2	52	Hi	40.624855	1216 E 58th St.	-73.91933	BK58	Jacob Joffe Fields	Flatlands	N	1	52	15	Brooklyn	18	6	Brooklyn	https://i.imgsafe.org/dd/dd78ae8b3e.jpeg	https://i.imgur.com/jjfgMei.jpg
18	100	Mediocre	2	70	Hi	40.7133	Marcy Ave. and Metropolitan Ave.	-73.954615	BK72	Jaime Campiz Playground	Williamsburg	N	1	70	19	Brooklyn	17	16	Brooklyn	https://i.imgsafe.org/de/de273a0a72.jpeg	https://i.imgur.com/H3mqV0T.jpg
20	100	Mediocre	2	65	Hi	40.658742	Jerome St. and Wortman Ave.	-73.87981	BK85	Jerome Playground	East New York	N	1	65	18	Brooklyn	6	21	Brooklyn	https://i.imgsafe.org/de/de1530ef00.jpeg	https://i.imgur.com/UFwvZsJ.jpg
15	100	Mediocre	2	57	Hi	40.691194	125 Stuyvesant Ave.	-73.932742	BK35	Jesse Owens Playground	Bedford-Stuyvesant	N	1	57	8	Brooklyn	25	9	Brooklyn	https://i.imgsafe.org/de/de152f0786.jpeg	https://i.imgur.com/SqTLBHy.jpg
6	100	Poor	2	34	Hi	40.639773	65th St. and 3rd Ave.	-74.023982	BK32	John Allen Payne Park	Sunset Park	N	1	34	11	Brooklyn	7	10	Brooklyn	https://i.imgsafe.org/de/de15385921.jpeg	https://i.imgur.com/mZEbS7h.jpg
12	100	Poor	2	42	Hi	40.682197	Hancock St. and Spencer Pl.	-73.954362	BK35	John Hancock Playground	Bedford-Stuyvesant	N	1	42	15	Brooklyn	6	9	Brooklyn	https://i.imgsafe.org/de/de154089d1.jpeg	https://i.imgur.com/lJK8Kli.jpg
10	100	Poor	2	43	Hi	40.613802	Fort Hamilton Pkwy and 97th St.	-74.029907	BK31	John J. Carty Park	Bay Ridge	N	1	43	3	Brooklyn	25	5	Brooklyn	https://i.imgsafe.org/de/de1542ef1e.jpeg	https://i.imgur.com/7WylEhF.jpg
24	100	Very Good	2	98	Hi	40.578232	Neptune Ave. and W 29th St.	-73.996292	BK21	Kaiser Park	Coney Island	Y	1	98	25	Brooklyn	25	24	Brooklyn	https://i.imgsafe.org/de/de154687ae.jpeg	https://i.imgur.com/2xABlmN.jpg
18	100	Mediocre	2	50	Hi	40.603873	Avenue S and E 15th St.	-73.957329	BK17	Kelly Playground (Brooklyn)	Sheepshead Bay	N	1	50	14	Brooklyn	7	11	Brooklyn	https://i.imgsafe.org/de/de1548ec72.jpeg	https://i.imgur.com/RRpfvuz.jpg
17	100	Poor	2	48	Hi	40.658601	304 E 93rd St	-73.922143	BK91	Kennedy King Playground	East Flatbush	N	1	48	12	Brooklyn	8	11	Brooklyn	https://i.imgsafe.org/de/de154c382f.jpeg	https://i.imgur.com/KpDfkAc.jpg
15	100	Poor	2	40	Hi	40.619916	1249 E 18th St.	-73.958117	BK43	Kolbert Playground	Midwood	N	1	40	11	Brooklyn	9	5	Brooklyn	https://i.imgsafe.org/de/de1551ac3d.jpeg	https://i.imgur.com/60tJYZm.jpg
5	100	Poor	2	42	Hi	40.709917	S. 5th St. and Havemeyer St.	-73.959457	BK72	La Guardia Playground	Williamsburg	N	1	42	10	Brooklyn	17	10	Brooklyn	https://i.imgsafe.org/de/de1559b123.jpeg	https://i.imgur.com/Xhronst.jpg
14	100	Mediocre	2	52	Hi	40.690123	273 Franklin Ave.	-73.957404	BK35	Lafayette Gardens Playground	Bedford-Stuyvesant	N	1	52	20	Brooklyn	3	15	Brooklyn	https://i.imgsafe.org/de/de155c47f0.jpeg	https://i.imgur.com/bclq1d2.jpg
14	100	Mediocre	2	62	Hi	40.594483	Benson Ave. and Bay 43rd St.	-73.985315	BK77	Lafayette Playground	Bushwick	N	1	62	15	Brooklyn	19	14	Brooklyn	https://i.imgsafe.org/de/de1553d688.jpeg	https://i.imgur.com/aR7MjHM.jpg
17	100	Very Good	2	79	Hi	40.6316	66th St. and 8th Ave.	-74.013064	BK31	Leif Ericson Park	Bay Ridge	N	1	79	17	Brooklyn	25	20	Brooklyn	https://i.imgsafe.org/de/de1562f63f.jpeg	https://i.imgur.com/Pmq5bAv.jpg
20	100	Mediocre	2	61	Hi	40.666326	Buffalo Ave. and E New York Ave.	-73.926503	BK61	Lincoln Terrace / Arthur S. Somers Park	Crown Heights	N	1	61	8	Brooklyn	23	10	Brooklyn	https://i.imgsafe.org/de/de1564828f.jpeg	https://i.imgur.com/ywTs7NN.jpg
22	100	Very Good	2	92	Hi	40.658816	559 Stanley Ave.	-73.886848	BK85	Linden Park	East New York	N	1	92	22	Brooklyn	25	23	Brooklyn	https://i.imgsafe.org/de/de157128fa.jpeg	https://i.imgur.com/bK640C9.jpg
17	100	Mediocre	2	66	Hi	40.613288	2200 Mill Ave.	-73.911825	BK45	Lindower Park	Bergen Beach	N	1	66	15	Brooklyn	10	24	Brooklyn	https://i.imgsafe.org/de/de156b5e46.jpeg	https://i.imgur.com/hy1cdPW.jpg
15	100	Mediocre	2	62	Hi	40.665998	786 Linwood St.	-73.880106	BK85	Linwood Playground	East New York	N	1	62	19	Brooklyn	14	14	Brooklyn	https://i.imgsafe.org/de/de15767fa0.jpeg	https://i.imgur.com/SAdMAlo.jpg
9	100	Poor	2	48	Hi	40.662698	Snediker Ave. and Riverdale Ave.	-73.899709	BK81	Lion's Pride Playground	Brownsville	N	1	48	13	Brooklyn	12	14	Brooklyn	https://i.imgsafe.org/de/de1578819d.jpeg	https://i.imgur.com/oglndN5.jpg
